conceptId,term,category
174721000000100,Transition of diabetes care options discussed,unspecified
174941000000109,Referral to diabetes preconception counselling clinic,unspecified
174961000000105,Referral to diabetes structured education programme,unspecified
175501000000100,Attended diabetes structured education programme,unspecified
1771691000000102,Ulcer of foot due to diabetes mellitus in remission (disorder),unspecified
1771701000000102,Ulcer of right foot due to diabetes mellitus in remission (disorder),unspecified
1771711000000100,Ulcer of left foot due to diabetes mellitus in remission (disorder),unspecified
182761001,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,unspecified
182780004,Diabetic crisis monitoring,unspecified
182781000,Diabetic stabilization,unspecified
183056000,Patient advised about diabetic diet,unspecified
183097007,Diabetic leaflet given,unspecified
18311000119109,Infant of diabetic mother,unspecified
183472000,Admit diabetic emergency,unspecified
183506001,Non-urgent diabetic admission,unspecified
183530004,Referral to diabetologist,unspecified
183585000,Refer, diabetic liaison nurse,unspecified
183615002,Referral to diabetes nurse,unspecified
183722003,Diabetology D.V. requested,unspecified
183751004,Diabetology D.V. done,unspecified
183781007,Listed for Diabetology admissn,unspecified
183910005,Private referral to diabetologist,unspecified
18521000119106,Microalbuminuria due to type 1 diabetes mellitus,type 1
185229005,Seen in diabetic clinic,unspecified
185258008,Seen in diabetic eye clinic,unspecified
185502001,Attending diabetes clinic,unspecified
185753003,Attends diabetes monitoring,unspecified
185754009,Refuses diabetes monitoring,unspecified
185755005,Diabetes monitoring default,unspecified
185756006,Diabetes monitoring first letter,unspecified
185757002,Diabetes monitoring second letter,unspecified
185758007,Diabetes monitoring third letter,unspecified
185759004,Diabetes monitoring verbal invite,unspecified
185760009,Diabetes monitoring telephone invite,unspecified
185761008,Diabetes monitoring deleted,unspecified
185762001,Diabetes monitored (& check done),unspecified
186901000000105,O/E - sight threatening diabetic retinopathy,unspecified
1874901000000100,Diabetic eye screening service (qualifier value),unspecified
1874911000000103,Ophthalmology diabetes service (qualifier value),unspecified
187831000000106,Patient offered diabetes structured education programme,unspecified
187901000000108,Diabetic retinopathy screening offered,unspecified
188101000000106,Diabetes care plan agreed,unspecified
188281000000107,Discharged from care of diabetes specialist nurse,unspecified
188451000000102,Patient held diabetic record declined,unspecified
188681000000105,Seen in diabetic nurse consultant clinic,unspecified
188691000000107,Seen in community diabetes specialist clinic,unspecified
188701000000107,Seen in community diabetic specialist nurse clinic,unspecified
188931000000103,Diabetic patient unsuitable for digital retinal photography,unspecified
190321005,Diabetes mellitus with no mention of complication,unspecified
190322003,Diabetes mellitus: [juvenile type, with no mention of complication] or [insulin dependent],type 1
190323008,Non-insulin dependent diabetes mellitus,type 1
190324002,Diabetes mellitus NOS with no mention of complication,unspecified
190325001,Diabetes mellitus, juvenile type, with ketoacidosis,type 1
190326000,Diabetes mellitus, adult onset, with ketoacidosis,type 2
190327009,Other specified diabetes mellitus with ketoacidosis,unspecified
190328004,Diabetes mellitus NOS with ketoacidosis,unspecified
190329007,Diabetes mellitus with hyperosmolar coma,unspecified
190330002,Diabetes mellitus, juvenile type, with hyperosmolar coma,type 1
190331003,Diabetes mellitus, adult onset, with hyperosmolar coma,type 2
190332005,Diabetes mellitus NOS with hyperosmolar coma,unspecified
190333000,Diabetes mellitus with ketoacidotic coma,unspecified
190334006,Diabetes mellitus, juvenile type, with ketoacidotic coma,type 1
190335007,Diabetes mellitus, adult onset, with ketoacidotic coma,type 2
190336008,Other specified diabetes mellitus with coma,unspecified
190337004,Diabetes mellitus NOS with ketoacidotic coma,unspecified
190338009,Diabetes mellitus: [with renal manifestation] or [nephropathy],unspecified
190339001,Diabetes mellitus, juvenile type, with renal manifestation,type 1
190340004,Diabetes mellitus, adult onset, with renal manifestation,type 2
190341000,Other specified diabetes mellitus with renal complications,unspecified
190341000000105,O/E - sight threatening diabetic retinopathy,unspecified
190342007,Diabetes mellitis with nephropathy NOS,unspecified
190343002,Diabetes mellitus with ophthalmic manifestation,unspecified
190345009,Diabetes mellitus, juvenile type, with ophthalmic manifestation,type 1
190346005,Diabetes mellitus, adult onset, with ophthalmic manifestation,type 2
190347001,Other specified diabetes mellitus with ophthalmic complications,unspecified
190348006,Diabetes mellitus NOS with ophthalmic manifestation,unspecified
190349003,Diabetes mellitus with neurological manifestation: (& [amyotrophy] or [neuropathy] or [polyneuropathy]),unspecified
190350003,Diabetes mellitus, juvenile type, with neurological manifestation,type 1
190351004,Diabetes mellitus, adult onset, with neurological manifestation,type 2
190352006,Other specified diabetes mellitus with neurological complications,unspecified
190353001,Diabetes mellitus NOS with neurological manifestation,unspecified
190354007,Diabetes mellitus with: [gangrene] or [peripheral circulatory disorder],unspecified
190355008,Diabetes mellitus, juvenile type, with peripheral circulatory disorder,type 1
190356009,Diabetes mellitus, adult onset, with peripheral circulatory disorder,type 2
190357000,Diabetes mellitus, adult with gangrene,unspecified
190358005,IDDM with peripheral circulatory disorder,type 1
190359002,NIDDM with peripheral circulatory disorder,type 2
190360007,Other specified diabetes mellitus with peripheral circulatory complications,unspecified
190361006,Diabetes mellitus NOS with peripheral circulatory disorder,unspecified
190362004,Type I diabetes mellitus,type 1
190363009,Type I diabetes mellitus with renal complications,type 1
190364003,Type 1 diabetes mellitus with ophthalmic complications,type 1
190365002,Type 1 diabetes mellitus with neurological complications,type 1
190366001,Type I diabetes mellitus with multiple complications,type 1
190367005,Unstable type I diabetes mellitus,type 1
190368000,Type I diabetes mellitus with ulcer,type 1
190369008,Type 1 diabetes mellitus with gangrene,type 1
190370009,Type I diabetes mellitus with retinopathy,type 1
190371008,Type 1 diabetes mellitus - poor control,type 1
190372001,Type I diabetes mellitus maturity onset,type 1
190373006,Type I diabetes mellitus without complication,type 1
190374000,Type I diabetes mellitus with mononeuropathy,type 1
190375004,Type I diabetes mellitus with polyneuropathy,type 1
190376003,Type I diabetes mellitus with nephropathy,type 1
190377007,Type I diabetes mellitus with hypoglycemic coma,type 1
190378002,Type I diabetes mellitus with diabetic cataract,type 1
190379005,Type I diabetes mellitus with peripheral angiopathy,type 1
190380008,Type I diabetes mellitus with arthropathy,type 1
190381007,Type I diabetes mellitus with neuropathic arthropathy,type 1
190382000,Other specified diabetes mellitus with multiple complications,unspecified
190383005,Unspecified diabetes mellitus with multiple complications,unspecified
190384004,Type II diabetes mellitus,type 2
190385003,Type 2 diabetes mellitus with renal complications,type 2
190386002,Type II diabetes mellitus with ophthalmic complications,type 2
190387006,Type 2 diabetes mellitus with neurological complications,type 2
190388001,Type II diabetes mellitus with multiple complications,type 2
190389009,Type 2 diabetes mellitus with ulcer,type 2
190390000,Type II diabetes mellitus with gangrene,type 2
190391001,Type 2 diabetes mellitus with retinopathy,type 2
190392008,Type II diabetes mellitus - poor control,type 2
190395005,Type II diabetes mellitus without complication,type 2
190396006,Type II diabetes mellitus with mononeuropathy,type 2
190397002,Type II diabetes mellitus with polyneuropathy,type 2
190398007,Type II diabetes mellitus with nephropathy,type 2
190399004,Type II diabetes mellitus with hypoglycemic coma,type 2
190400006,Type II diabetes mellitus with diabetic cataract,type 2
190401005,Type II diabetes mellitus with peripheral angiopathy,type 2
190402003,Type II diabetes mellitus with arthropathy,type 2
190403008,Type II diabetes mellitus with neuropathic arthropathy,type 2
190417004,Diabetes mellitus with other specified manifestation,unspecified
190418009,Diabetes mellitus, juvenile type, with other specified manifestation,type 1
190419001,Diabetes mellitus, adult onset, with other specified manifestation,type 2
190420007,Other specified diabetes mellitus with other specified complications,unspecified
190421006,Diabetes mellitus NOS with other specified manifestation,unspecified
190422004,Diabetes mellitus with unspecified complication,unspecified
190423009,Diabetes mellitus, juvenile type, with unspecified complication,type 1
190424003,Diabetes mellitus, adult onset, with unspecified complication,type 2
190425002,Other specified diabetes mellitus with unspecified complications,unspecified
190426001,Diabetes mellitus NOS with unspecified complication,unspecified
191044006,Diabetes mellitus,unspecified
191045007,[X]Other specified diabetes mellitus,unspecified
191048009,[X]Unspecified diabetes mellitus with renal complications,unspecified
191271000000102,Patient offered diabetes structured education programme,unspecified
191341000000101,Diabetic retinopathy screening offered,unspecified
191601000000107,Diabetes care plan agreed,unspecified
191781000000105,Discharged from care of diabetes specialist nurse,unspecified
191951000000102,Patient held diabetic record declined,unspecified
192181000000104,Seen in diabetic nurse consultant clinic,unspecified
192191000000102,Seen in community diabetes specialist clinic,unspecified
192201000000100,Seen in community diabetic specialist nurse clinic,unspecified
192431000000107,Diabetic patient unsuitable for digital retinal photography,unspecified
193141005,Diabetic mononeuritis multiplex,unspecified
193156001,Diabetic mononeuritis NOS,unspecified
193182005,Diabetic neuropathy &/or diabetic polyneuropathy,unspecified
193183000,Acute painful diabetic neuropathy,unspecified
193184006,Chronic painful diabetic neuropathy,unspecified
193185007,Asymptomatic diabetic neuropathy,unspecified
193211001,(Myasthenic syndrome due to diabetic amyotrophy) or (diabetic amyotrophy),unspecified
193263008,Diabetic mononeuropathy,unspecified
193349004,Preproliferative diabetic retinopathy,unspecified
193350004,Advanced diabetic maculopathy,unspecified
193351000,Diabetic maculopathy,unspecified
193352007,Advanced diabetic retinal disease,unspecified
193353002,Diabetic retinopathy NOS,unspecified
193489006,Diabetic iritis,unspecified
19378003,Diabetic pseudotabes,unspecified
197605007,Nephrotic syndrome in diabetes mellitus,unspecified
198101000000107,Diabetic monitoring - injection site check declined (finding),unspecified
198111000000109,Diabetic monitoring - injection site not checked (finding),unspecified
198493003,[X]Glomerular disorders in diabetes mellitus,unspecified
198501000000100,Diabetic 6 month review (regime/therapy),unspecified
198661000000102,Type 1 diabetes mellitus with gastroparesis (disorder),type 1
198671000000109,Type 2 diabetes mellitus with gastroparesis (disorder),type 2
198831000000108,Referral to multidisciplinary diabetic clinic (procedure),unspecified
198841000000104,Seen in multidisciplinary diabetic clinic (finding),unspecified
199223000,Diabetes mellitus during pregnancy, childbirth and the puerperium,unspecified
199224006,Diabetes mellitus - unspecified whether during pregnancy or the puerperium,unspecified
199225007,Diabetes mellitus during pregnancy - baby delivered,unspecified
199226008,Diabetes mellitus in the puerperium - baby delivered during current episode of care,unspecified
199227004,Diabetes mellitus during pregnancy - baby not yet delivered,unspecified
199228009,Diabetes mellitus in the pueperium - baby delivered during previous episode of care,unspecified
199229001,Pre-existing diabetes mellitus, insulin-dependent,type 1
199230006,Pre-existing diabetes mellitus, non-insulin-dependent,type 2
199233008,[X]Pre-existing diabetes mellitus, unspecified,unspecified
199234002,Diabetes mellitus during pregnancy, childbirth or the puerperium NOS,unspecified
199301000000100,Did not attend diabetic retinopathy clinic (finding),unspecified
199481000000100,Diabetic monitoring - lower risk albumin excretion (finding),unspecified
199491000000103,Diabetic monitoring - higher risk albumin excretion (finding),unspecified
200505002,[X]Pre-existing diabetes mellitus, unspecified,unspecified
200687002,Cellulitis in diabetic foot,unspecified
201000119106,Disorder associated with well controlled type 2 diabetes mellitus,type 2
201141000000103,No diabetic retinopathy (context-dependent category),unspecified
201250006,Ischaemic ulcer diabetic foot,unspecified
201251005,Neuropathic diabetic ulcer - foot,unspecified
201252003,Mixed diabetic ulcer - foot,unspecified
201723002,Diabetic hand syndrome,unspecified
201724008,Diabetic Charcot's arthropathy,unspecified
201961000000104,Referral to diabetic register (procedure),unspecified
202151000000105,Patient consent given for addition to diabetic register (finding),unspecified
202461000000102,Referral to diabetic eye clinic (procedure),unspecified
203951000000101,Diabetic antenatal clinic (environment),unspecified
204061000000100,Diabetic - adequate control (finding),unspecified
207022008,[D]Gangrene of toe in diabetic,unspecified
207023003,[D]Widespread diabetic foot gangrene,unspecified
207181000000101,Referral to multidisciplinary diabetic clinic,unspecified
207191000000104,Referral to multidisciplinary diabetic clinic,unspecified
207201000000102,Seen in multidisciplinary diabetic clinic,unspecified
207211000000100,Seen in multidisciplinary diabetic clinic,unspecified
207791000000100,Referral to diabetic register,unspecified
207801000000101,Referral to diabetic register,unspecified
207931000000103,Patient consent given for addition to diabetic register,unspecified
207941000000107,Patient consent given for addition to diabetic register,unspecified
212021000000102,Referral to diabetic eye clinic,unspecified
212031000000100,Referral to diabetic eye clinic,unspecified
212545006,Poisoning by antidiabetic agent,unspecified
212547003,Insulins or antidiabetic poisoning NOS,unspecified
213771000000105,Diabetic 6 month review,unspecified
213781000000107,Diabetic 6 month review,unspecified
213991000000107,Type 1 diabetes mellitus with gastroparesis,type 1
214001000000102,Type 2 diabetes mellitus with gastroparesis,type 2
214811000000108,Did not attend diabetic retinopathy clinic,unspecified
214821000000102,Did not attend diabetic retinopathy clinic,unspecified
215111000000100,Diabetic monitoring - lower risk albumin excretion,unspecified
215121000000106,Diabetic monitoring - lower risk albumin excretion,unspecified
215131000000108,Diabetic monitoring - higher risk albumin excretion,unspecified
215141000000104,Diabetic monitoring - higher risk albumin excretion,unspecified
21584002,Syndrome of infant of diabetic mother,unspecified
217341008,Xanthoma diabeticorum,unspecified
218454003,Adverse reaction to insulins and antidiabetic agents,unspecified
218467000,Adverse reaction to insulins and antidiabetic agents NOS,unspecified
21858001,Diabetes with renal manifestations,unspecified
2222141000000103,Type 2 Diabetes in the Young review,type 2
2222151000000100,Type 2 Diabetes in the Young review offered (situation),type 2
222976009,[X]Insulin and oral hypoglycemic [antidiabetic] drugs causing adverse effects in therapeutic use,unspecified
229860000,Diabetic jam,unspecified
229867002,Diabetic marmalade,unspecified
23045005,Insulin dependent diabetes mellitus type IA,type 1
230572002,Diabetic neuropathy,unspecified
230573007,Diabetic distal sensorimotor polyneuropathy,unspecified
230574001,Diabetic acute painful polyneuropathy,unspecified
230575000,Diabetic chronic painful polyneuropathy,unspecified
230576004,Diabetic asymmetric polyneuropathy,unspecified
230577008,Diabetic mononeuropathy,unspecified
230578003,Diabetic truncal radiculopathy,unspecified
230579006,Diabetic thoracic radiculopathy,unspecified
23111000000103,Diabetes clinic administration,unspecified
232019003,Visually threatening diabetic retinopathy,unspecified
232020009,Diabetic maculopathy,unspecified
232021008,Proliferative diabetic retinopathy new vessels on disc,unspecified
232022001,Proliferative diabetic retinopathy with new vessels elsewhere than on disc,unspecified
232023006,Diabetic traction retinal detachment,unspecified
2324501000000108,Diabetes distress,unspecified
236499007,Microalbuminuric diabetic nephropathy,unspecified
236500003,Clinical diabetic nephropathy,unspecified
237599002,Insulin-treated non-insulin-dependent diabetes mellitus,type 2
237608006,Lipodystrophy, partial, with Reiger anomaly, short stature, and insulinopenic diabetes mellitus,unspecified
237616002,Hypogonadism, diabetes mellitus, alopecia ,mental retardation and electrocardiographic abnormalities,unspecified
237618001,Insulin-dependent diabetes mellitus secretory diarrhoea syndrome,type 1
237620003,Abnormal metabolic state in diabetes mellitus,unspecified
237621004,Diabetic severe hyperglycemia,unspecified
237626009,Pregnancy and insulin-dependent diabetes mellitus,type 1
237627000,Pregnancy and NIDDM,type 2
237632004,Hypoglycaemic event in diabetes,unspecified
237633009,Hypoglycemic state in diabetes,unspecified
237650006,Insulin resistance in diabetes,unspecified
2386451000000107,Signposting to diabetes support service,unspecified
238981002,Soft tissue complication of diabetes mellitus,unspecified
238982009,Diabetic dermopathy,unspecified
238983004,Diabetic thick skin syndrome,unspecified
238984005,Diabetic rubeosis,unspecified
239823009,Diabetic hand syndrome,unspecified
243421000119104,Proteinuria due to type 1 diabetes mellitus (disorder),type 1
243860001,Diabetic monitoring status,unspecified
24451000000107,Diabetes: shared care in pregnancy - diabetologist and obstetrician,unspecified
24471000000103,Type 2 diabetes on insulin,type 2
24481000000101,Type 2 diabetes on diet only,type 2
247771000000108,Diabetic digital retinopathy screening offered (finding),unspecified
248161000000101,Referral for diabetic retinopathy screening (procedure),unspecified
24927004,Diabetes with ketoacidosis,unspecified
250571000000104,Diabetic digital retinopathy screening offered ,unspecified
25093002,Diabetic oculopathy,unspecified
250931000000108,Referral for diabetic retinopathy screening ,unspecified
253201000000101,Diabetic digital retinopathy screening offered ,unspecified
25351000000101,Diabetic diet - good compliance,unspecified
25361000000103,Diabetic diet - poor compliance,unspecified
25412000,Diabetic retinal microaneurysm,unspecified
25907005,Diabetic gangrene,unspecified
26298008,Diabetic coma with ketoacidosis,unspecified
264517001,Diffuse diabetic glomerulosclerosis,unspecified
264553004,Nodular diabetic glomerulosclerosis,unspecified
267379000,Diabetes mellitus, juvenile type, with no mention of complication,type 1
267380002,Diabetes mellitus, adult onset, with no mention of complication,type 2
267381003,Diabetes mellitus with renal manifestation,unspecified
267382005,Diabetes mellitus with neurological manifestation,unspecified
267383000,Diabetes mellitus with peripheral circulatory disorder,unspecified
267467004,Diabetes mellitus (& [ketoacidosis]),unspecified
267468009,Diabetes mellitus: [adult onset] or [noninsulin dependent],type 2
267469001,Insulin dependent diabetes mellitus,type 1
267471001,Diabetic retinopathy,unspecified
267472008,Diabetes + neuropathy (& [amyotrophy]),unspecified
267473003,Gangrene - diabetic,unspecified
267474009,Diabetes with other complications,unspecified
267604001,Myasthenic syndrome due to diabetic amyotrophy,unspecified
267722005,(Secondary cataract) or (diabetic cataract),unspecified
268517006,Diabetic monitoring - injection sites,unspecified
268519009,Diabetic - poor control,unspecified
268597007,Diabetic monitoring (& [clinic]),unspecified
268598002,Diabetic treatment changed,unspecified
268599005,Diabetic - poor control (& [unstable]),unspecified
268882001,Perinatal endocrine &/or metabolic problem (& [diabetes]),unspecified
269823000,Hemoglobin A1C - diabetic control interpretation,unspecified
270445003,Diabetes monitoring check done,unspecified
273411009,Diabetes clinic satisfaction questionnaire,unspecified
273412002,DTSQ - Diabetes treatment satisfaction questionnaire,unspecified
273413007,Diabetes wellbeing questionnaire,unspecified
273911000000108,Referral for diabetic retinopathy screening ,unspecified
274589008,[EDTA] Diabetes Type I (insulin dependent) associated with renal failure,type 1
274590004,[EDTA] Diabetes Type II (non-insulin-dependent) associated with renal failure,type 2
2751001,Fibrocalculous pancreatic diabetes,unspecified
275522008,Diabetes mellitus with gangrene,unspecified
275918005,Unstable diabetes,unspecified
276651000000107,Attended diabetes education and self management for ongoing and newly diagnosed structured programme (finding),unspecified
276661000000105,Attended DESMOND diabetes structured education programme ,unspecified
276671000000103,Attended DESMOND diabetes structured education programme ,unspecified
278511008,Diabetic femoral mononeuropathy,unspecified
279291000000109,Diabetes type 1 review (regime/therapy),type 1
279301000000108,Diabetes type 1 review ,type 1
279311000000105,Diabetes type 1 review ,type 1
279321000000104,Diabetes type 2 review (regime/therapy),type 2
279331000000102,Diabetes type 2 review ,type 2
279341000000106,Diabetes type 2 review ,type 2
279521000000108,Referral to community diabetes specialist nurse (procedure),unspecified
279531000000105,Referral to community diabetes specialist nurse ,unspecified
279541000000101,Referral to community diabetes specialist nurse ,unspecified
280137006,Diabetic foot,unspecified
28032008,Insulin dependent diabetes mellitus type IB,type 1
28331000119107,Retinal oedema due to type 2 diabetes mellitus,type 2
284350006,Dietary advice for diabetes mellitus,unspecified
285361000000104,Assessment of diabetic ulcer of leg,unspecified
286912007,Diabetes with ketoacidosis - no coma,unspecified
290002008,Unstable type I diabetes mellitus,type 1
300121000000105,Diabetes mellitus type I diet education (procedure),type 1
300131000000107,Diabetes mellitus type II diet education (procedure),type 2
300501000000108,Diabetes structured education program completed (situation),unspecified
300511000000105,Completed diabetes structured education programme ,unspecified
300521000000104,Completed diabetes structured education programme ,unspecified
300641000000105,Seen by general practitioner with special interest in diabetes (finding),unspecified
300651000000108,Seen by diabetes special interest general practitioner ,unspecified
300661000000106,Seen by diabetes special interest general practitioner ,unspecified
304752002,Perceived control of insulin-dependent diabetes,type 1
305401000000104,Information sharing consent status for national screening programme for diabetic retinopathy (finding),unspecified
305561005,Under care of diabetic liaison nurse,unspecified
305738006,Seen by diabetic liaison nurse,unspecified
306032006,Referral by diabetic liaison nurse,unspecified
306401000000106,Attended expert patient education versus routine treatment diabetes structured education programme (finding),unspecified
306411000000108,Attended expert patient education versus routine treatment structured diabetes programme ,unspecified
306421000000102,Attended expert patient education versus routine treatment structured diabetes programme ,unspecified
306441000000109,Attended dose adjustment for normal eating diabetes structured education programme (finding),unspecified
306451000000107,Attended dose adjustment for normal eating structured diabetes education programme ,unspecified
306461000000105,Attended dose adjustment for normal eating structured diabetes education programme ,unspecified
306471000000103,Dose adjustment for normal eating diabetes structured education programme completed (situation),unspecified
306481000000101,Dose adjustment for normal eating structured diabetes education programme completed ,unspecified
306491000000104,Dose adjustment for normal eating structured diabetes education programme completed ,unspecified
306499007,Discharge by diabetic liaison nurse,unspecified
306501000000105,Diabetes education and self management for ongoing and newly diagnosed structured programme completed (situation),unspecified
306511000000107,Diabetes education and self management for ongoing and newly diagnosed structured programme completed ,unspecified
306521000000101,Diabetes education and self management for ongoing and newly diagnosed structured programme completed ,unspecified
306531000000104,Expert patient education versus routine treatment diabetes structured education programme completed (situation),unspecified
306541000000108,Expert patient education versus routine treatment diabetes structured education programme completed ,unspecified
306551000000106,Expert patient education versus routine treatment diabetes structured education programme completed ,unspecified
306591000000103,Diabetes structured education programme declined (situation),unspecified
306601000000109,Diabetes structured education programme declined ,unspecified
306611000000106,Diabetes structured education programme declined ,unspecified
306701000000102,Referral to dose adjustment for normal eating diabetes structured education programme (procedure),unspecified
306711000000100,Referral to dose adjustment for normal eating diabetes structured education programme ,unspecified
306721000000106,Referral to dose adjustment for normal eating diabetes structured education programme ,unspecified
306741000000104,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme (procedure),unspecified
306751000000101,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme ,unspecified
306761000000103,Referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme ,unspecified
306771000000105,Referral to expert patient education versus routine treatment diabetes structured education programme (procedure),unspecified
306781000000107,Referral to expert patient education versus routine treatment diabetes structured education programme ,unspecified
306791000000109,Referral to expert patient education versus routine treatment diabetes structured education programme ,unspecified
306861000000107,Did not attend diabetes structured education programme (finding),unspecified
306871000000100,Did not attend diabetes structured education programme ,unspecified
306881000000103,Did not attend diabetes structured education programme ,unspecified
306931000000106,Did not complete diabetes structured education programme (situation),unspecified
306941000000102,Did not complete diabetes structured education programme ,unspecified
306951000000104,Did not complete diabetes structured education programme ,unspecified
306961000000101,Did not complete dose adjustment for normal eating diabetes structured education programme (situation),unspecified
306971000000108,Did not complete dose adjustment for normal eating diabetes structured education programme ,unspecified
306981000000105,Did not complete dose adjustment for normal eating diabetes structured education programme ,unspecified
306991000000107,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme (situation),unspecified
307001000000101,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified
307011000000104,Did not complete diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified
307021000000105,Did not complete expert patient education versus routine treatment diabetes structured education programme (situation),unspecified
307031000000107,Did not complete expert patient education versus routine treatment diabetes structured education programme ,unspecified
307041000000103,Did not complete expert patient education versus routine treatment diabetes structured education programme ,unspecified
307141000000102,Did not attend dose adjustment for normal eating diabetes structured education programme (finding),unspecified
307151000000104,Did not attend dose adjustment for normal eating diabetes structured education programme ,unspecified
307161000000101,Did not attend dose adjustment for normal eating diabetes structured education programme ,unspecified
307171000000108,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme (finding),unspecified
307181000000105,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified
307191000000107,Did not attend diabetes education and self management for ongoing and newly diagnosed structured programme ,unspecified
307201000000109,Did not attend expert patient education versus routine treatment diabetes structured education programme (finding),unspecified
307211000000106,Did not attend expert patient education versus routine treatment diabetes structured education programme ,unspecified
307221000000100,Did not attend expert patient education versus routine treatment diabetes structured education programme ,unspecified
308105005,O/E - Right diabetic foot at risk,unspecified
308106006,O/E - Left diabetic foot at risk,unspecified
308253000,Admission to diabetic department,unspecified
308421000000103,Diabetes structured education programme,unspecified
308458007,Referral to diabetic liaison nurse,unspecified
308505000,Diabetes monitoring call,unspecified
308506004,Diabetes monitoring status,unspecified
309417009,Diabetes dietitian,unspecified
309426007,Diabetic glomerulopathy,unspecified
309593006,Education score - diabetes,unspecified
309595004,Retinal abnormality - diabetes-related,unspecified
309597007,Foot abnormality - diabetes-related,unspecified
309635005,H/O: Admission in last year for diabetes foot problem,unspecified
309924002,Diabetic department,unspecified
310309003,HbA1 - diabetic control interpretation,unspecified
310387003,Diabetic intracapillary glomerulosclerosis,unspecified
310425007,Diabetes monitoring invitation,unspecified
310505005,Diabetic hyperosmolar non-ketotic state,unspecified
311782002,Advanced diabetic retinal disease,unspecified
31211000119101,Peripheral vascular disease due to type I diabetes,type 1
312856000,Referral to diabetes nurse,unspecified
312888008,Attending diabetes clinic,unspecified
312903003,Mild non proliferative diabetic retinopathy,unspecified
312904009,Moderate non proliferative diabetic retinopathy,unspecified
312905005,Severe non proliferative diabetic retinopathy,unspecified
312906006,Proliferative diabetic retinopathy - non high risk,unspecified
312907002,Proliferative diabetic retinopathy - high risk,unspecified
312908007,Proliferative diabetic retinopathy - quiescent,unspecified
312909004,Proliferative diabetic retinopathy - iris neovascularisation,unspecified
312910009,Diabetic vitreous hemorrhage,unspecified
312912001,Diabetic macular edema,unspecified
31321000119102,Diabetes mellitus type 1 without retinopathy (disorder),type 1
313340009,Seen in diabetic eye clinic,unspecified
313435000,Type I diabetes mellitus without complication,type 1
313436004,Non-insulin-dependent diabetes mellitus without complication,type 2
314010006,Diffuse diabetic maculopathy,unspecified
314011005,Focal diabetic maculopathy,unspecified
314014002,Ischaemic diabetic maculopathy,unspecified
314015001,Mixed diabetic maculopathy,unspecified
31411005,Background diabetic retinopathy,unspecified
314194001,Diabetic on insulin and oral treatment,unspecified
314368001,Type I diabetes mellitus with mononeuropathy,type 1
314369009,Type 1 diabetes mellitus with polyneuropathy,type 1
314370005,Type II diabetes mellitus with mononeuropathy,type 2
314371009,Type II diabetes mellitus with polyneuropathy,type 2
314377008,Type I diabetes mellitus with nephropathy,type 1
314378003,Type 2 diabetes mellitus with nephropathy,type 2
314537004,Diabetic optic papillopathy,unspecified
314771006,Type 1 diabetes mellitus with hypoglycaemic coma,type 1
314772004,Type 2 diabetes mellitus with hypoglycaemic coma,type 2
314887002,Insulin dependent diabetes mellitus with diabetic cataract,type 1
314888007,Type II diabetes mellitus with diabetic cataract,type 2
314892000,Type I diabetes mellitus with peripheral angiopathy,type 1
314893005,Type 1 diabetes mellitus with arthropathy,type 1
314894004,Type I diabetes mellitus with neuropathic arthropathy,type 1
314902007,Type II diabetes mellitus with peripheral angiopathy,type 2
314903002,Non-insulin dependent diabetes mellitus with arthropathy,type 1
314904008,Type II diabetes mellitus with neuropathic arthropathy,type 2
315051004,Diabetes resolved,unspecified
315207000,Diabetic lipid lowering diet,unspecified
315208005,Diabetic weight reducing diet,unspecified
315287002,Diabetes mellitus insulin-glucose infusion in acute myocardial infarction,unspecified
320958007,Diabetic codeine linctus BP,unspecified
325289000,Diabetic ketoacidosis [no drugs here],unspecified
325310006,Diabetic neuropathy treatment [no drugs here],unspecified
326036003,Other drugs used in diabetes,unspecified
328391000119108,Pancytopenia caused by antidiabetic drug (disorder),unspecified
32901000000105,Diabetes administration: [monitoring] or [clinic],unspecified
32911000000107,Diabetes monitoring admin.NOS,unspecified
33248009,Diabetes with non-ketotic non-hyperosmolar coma,unspecified
3341000000108,Diabetes monitoring admin.,unspecified
334711000000100,Referral to diabetes special interest general practitioner (procedure),unspecified
334721000000106,Referral to diabetes special interest general practitioner ,unspecified
334731000000108,Referral to diabetes special interest general practitioner ,unspecified
335631000000104,Latent autoimmune diabetes mellitus in adult (disorder),unspecified
335951000000100,Advised to contact diabetic liaison nurse,unspecified
338031000000100,Latent autoimmune diabetes mellitus in adult,unspecified
34140002,Diabetic gastroparesis,unspecified
34170007,Adult diabetes diet,unspecified
343441000000105,Care of diabetic patient (regime/therapy),unspecified
344061000000104,Referral to children's diabetes nurse specialist (procedure),unspecified
34791000000107,Diabetes: shared care in pregnancy - diabetologist and obstetrician,unspecified
